"type","name","iso_country","municipality","icao_code","iata_code"
"small_airport","Kosciusko Attala County Airport","US","Kosciusko","KOSX","OSX"
"small_airport","Worthington Municipal Airport","US","Worthington","KOTG","OTG"
"medium_airport","Southwest Oregon Regional Airport","US","North Bend","KOTH","OTH"
"medium_airport","Ottumwa Regional Airport","US","Ottumwa","KOTM","OTM"
"small_airport","University of Oklahoma Westheimer Airport","US","Norman","KOUN","OUN"
"small_airport","Oroville Municipal Airport","US","Oroville","KOVE","OVE"
"small_airport","Owatonna Degner Regional Airport","US","Owatonna","KOWA","OWA"
"medium_airport","Owensboro Daviess County Airport","US","Owensboro","KOWB","OWB"
"medium_airport","Norwood Memorial Airport","US","Norwood","KOWD","OWD"
"small_airport","Central Maine/Norridgewock Airport","US","Norridgewock","KOWK","OWK"
"small_airport","Ocean City Municipal Airport","US","Ocean City","KOXB","OCE"
"small_airport","Waterbury Oxford Airport","US","Oxford","KOXC","OXC"
"small_airport","Miami University Airport","US","Oxford","KOXD","OXD"
"medium_airport","Oxnard Airport","US","Oxnard","KOXR","OXR"
"small_airport","St Marys Municipal Airport","US","St Marys","KOYM","STQ"
"small_airport","Ozona Municipal Airport","US","Ozona","KOZA","OZA"
"medium_airport","Cairns AAF (Fort Rucker) Air Field","US","Fort Rucker/Ozark","KOZR","OZR"
"medium_airport","Seattle Paine Field International Airport","US","Everett","KPAE","PAE"
"medium_airport","Barkley Regional Airport","US","Paducah","KPAH","PAH"
"medium_airport","Tyndall Air Force Base","US","Panama City","KPAM","PAM"
"small_airport","Payson Airport","US","Payson","KPAN","PJB"
"medium_airport","Palo Alto Airport","US","Palo Alto","KPAO","PAO"
"medium_airport","Pine Bluff Regional Airport, Grider Field","US","Pine Bluff","KPBF","PBF"
"medium_airport","Plattsburgh International Airport","US","Plattsburgh","KPBG","PBG"
"large_airport","Palm Beach International Airport","US","West Palm Beach","KPBI","PBI"
"small_airport","Pike County Airport Hatcher Field","US","Pikeville","KPBX","PVL"
"small_airport","Prairie Du Chien Municipal Airport","US","Prairie Du Chien","KPDC","PCD"
"medium_airport","DeKalb Peachtree Airport","US","Atlanta","KPDK","PDK"
"medium_airport","Eastern Oregon Regional Airport at Pendleton","US","Pendleton","KPDT","PDT"
"large_airport","Portland International Airport","US","Portland","KPDX","PDX"
"small_airport","Pecos Municipal Airport","US","Pecos","KPEQ","PEQ"
"small_airport","Pacific City State Airport","US","Pacific City","KPFC","PFC"
"medium_airport","Page Municipal Airport","US","Page","KPGA","PGA"
"medium_airport","Punta Gorda Airport","US","Punta Gorda","KPGD","PGD"
"small_airport","Kirk Field","US","Paragould","KPGR","PGR"
"medium_airport","Pitt-Greenville Airport","US","Greenville","KPGV","PGV"
"small_airport","Harry Clever Field","US","New Philadelphia","KPHD","PHD"
"medium_airport","Newport News Williamsburg International Airport","US","Newport News","KPHF","PHF"
"small_airport","Robert F Swinnie Airport","US","Andrews","KPHH","ADR"
"small_airport","Palm Beach County Glades Airport","US","Pahokee","KPHK","PHK"
"large_airport","Philadelphia International Airport","US","Philadelphia","KPHL","PHL"
"small_airport","St Clair County International Airport","US","Port Huron","KPHN","PHN"
"small_airport","Philip Airport","US","Philip","KPHP","PHP"
"small_airport","Henry County Airport","US","Paris","KPHT","PHT"
"large_airport","Phoenix Sky Harbor International Airport","US","Phoenix","KPHX","PHX"
"medium_airport","General Wayne A. Downing Peoria International Airport","US","Peoria","KPIA","PIA"
"medium_airport","Hattiesburg Laurel Regional Airport","US","Moselle","KPIB","PIB"
"medium_airport","St. Petersburg Clearwater International Airport","US","Pinellas Park","KPIE","PIE"
"medium_airport","Pocatello Regional Airport","US","Pocatello","KPIH","PIH"
"small_airport","Harris County Airport","US","Pine Mountain","KPIM","PIM"
"medium_airport","Pierre Regional Airport","US","Pierre","KPIR","PIR"
"large_airport","Pittsburgh International Airport","US","Pittsburgh","KPIT","PIT"
"medium_airport","Mid Ohio Valley Regional Airport","US","Parkersburg (Williamstown)","KPKB","PKB"
"small_airport","Park Rapids Municipal Airport Konshok Field","US","Park Rapids","KPKD","PKD"
"small_airport","Park Falls Municipal Airport","US","Park Falls","KPKF","PKF"
"small_airport","M. Graham Clark Downtown Airport","US","Branson / Hollister","KPLK","PLK"
"medium_airport","Pellston Regional Airport of Emmet County Airport","US","Pellston","KPLN","PLN"
"small_airport","St Clair County Airport","US","Pell City","KPLR","PLR"
"small_airport","Pembina Municipal Airport","US","Pembina","KPMB","PMB"
"medium_airport","Palmdale Regional Airport / USAF Plant 42 Airport","US","Palmdale","KPMD","PMD"
"small_airport","Greater Portsmouth Regional Airport","US","Portsmouth","KPMH","PMH"
"small_airport","Pompano Beach Airpark","US","Pompano Beach","KPMP","PPM"
"medium_airport","Ralph Wenz Field","US","Pinedale","KPNA","PWY"
"medium_airport","Ponca City Regional Airport","US","Ponca City","KPNC","PNC"
"medium_airport","Northeast Philadelphia Airport","US","Philadelphia","KPNE","PNE"
"small_airport","Princeton Municipal Airport","US","Princeton","KPNN","PNN"
"medium_airport","Pensacola International Airport","US","Pensacola","KPNS","PNS"
"medium_airport","Pope Field","US","Fort Bragg","KPOB","POB"
"small_airport","Brackett Field","US","La Verne","KPOC","POC"
"medium_airport","Polk Army Air Field","US","Fort Polk","KPOE","POE"
"small_airport","Poplar Bluff Municipal Airport","US","Poplar Bluff","KPOF","POF"
"small_airport","Pocahontas Municipal Airport","US","Pocahontas","KPOH","POH"
"medium_airport","Dutchess County Airport","US","Poughkeepsie","KPOU","POU"
"small_airport","Powell Municipal Airport","US","Powell","KPOY","POY"
"small_airport","Perry Lefors Field","US","Pampa","KPPA","PPA"
"small_airport","Tri-City Airport","US","Parsons","KPPF","PPF"
"small_airport","La Porte Municipal Airport","US","La Porte","KPPO","LPO"
"medium_airport","Presque Isle International Airport","US","Presque Isle","KPQI","PQI"
"small_airport","Trent Lott International Airport","US","Pascagoula","KPQL","PGL"
"medium_airport","Paso Robles Municipal Airport","US","Paso Robles","KPRB","PRB"
"medium_airport","Prescott International Airport - Ernest A. Love Field","US","Prescott","KPRC","PRC"
"small_airport","Perry Municipal Airport","US","Perry","KPRO","PRO"
"medium_airport","Cox Field","US","Paris","KPRX","PRX"
"small_airport","Mid-State Regional Airport","US","Philipsburg","KPSB","PSB"
"medium_airport","Tri Cities Airport","US","Pasco","KPSC","PSC"
"small_airport","Pittsfield Municipal Airport","US","Pittsfield","KPSF","PSF"
"small_airport","New River Valley Airport","US","Dublin","KPSK","PSK"
"medium_airport","Portsmouth International at Pease Airport","US","Portsmouth","KPSM","PSM"
"small_airport","Palestine Municipal Airport","US","Palestine","KPSN","PSN"
"small_airport","Stevens Field","US","Pagosa Springs","KPSO","PGO"
"medium_airport","Palm Springs International Airport","US","Palm Springs","KPSP","PSP"
"small_airport","Palacios Municipal Airport","US","Palacios","KPSX","PSX"
"small_airport","Dinwiddie County Airport","US","Petersburg","KPTB","PTB"
"medium_airport","Oakland County International Airport","US","Pontiac","KPTK","PTK"
"small_airport","Harry P Williams Memorial Airport","US","Patterson","KPTN","PTN"
"small_airport","Atkinson Municipal Airport","US","Pittsburg","KPTS","PTS"
"small_airport","Pratt Regional Airport","US","Pratt","KPTT","PTT"
"small_airport","Porterville Municipal Airport","US","Porterville","KPTV","PTV"
"small_airport","Heritage Field","US","Pottstown","KPTW","PTW"
"medium_airport","Pueblo Memorial Airport","US","Pueblo","KPUB","PUB"
"small_airport","Carbon County Regional Airport / Buck Davis Field","US","Price","KPUC","PUC"
"medium_airport","Pullman-Moscow Regional Airport","US","Pullman","KPUW","PUW"
"small_airport","Provincetown Municipal Airport","US","Provincetown","KPVC","PVC"
"large_airport","Theodore Francis Green State Airport","US","Warwick","KPVD","PVD"
"small_airport","Placerville Airport","US","Placerville","KPVF","PVF"
"small_airport","Hampton Roads Executive Airport","US","Chesapeake","KPVG",
"medium_airport","Provo-Utah Lake International Airport","US","Provo","KPVU","PVU"
"small_airport","Hale County Airport","US","Plainview","KPVW","PVW"
"small_airport","Wiley Post Airport","US","Oklahoma City","KPWA","PWA"
"small_airport","Sher-Wood Airport","US","Plentywood","KPWD","PWD"
"large_airport","Portland International Jetport","US","Portland","KPWM","PWM"
"medium_airport","Bremerton National Airport","US","Bremerton","KPWT","PWT"
"small_airport","Plymouth Municipal Airport","US","Plymouth","KPYM","PYM"
"small_airport","John H Batten Airport","US","Racine","KRAC","RAC"
"medium_airport","Riverside Municipal Airport","US","Riverside","KRAL","RAL"
"medium_airport","Rapid City Regional Airport","US","Rapid City","KRAP","RAP"
"small_airport","Dallas Executive Airport","US","Dallas","KRBD","RBD"
"small_airport","Roseburg Regional Airport","US","Roseburg","KRBG","RBG"
"medium_airport","Red Bluff Municipal Airport","US","Red Bluff","KRBL","RBL"
"small_airport","Lowcountry Regional Airport","US","Walterboro","KRBW","RBW"
"medium_airport","Ellsworth Air Force Base","US","Rapid City","KRCA","RCA"
"small_airport","H H Coffield Regional Airport","US","Rockdale","KRCK","RCK"
"small_airport","Fulton County Airport","US","Rochester","KRCR","RCR"
"small_airport","Nartron Field","US","Reed City","KRCT","RCT"
"medium_airport","Redding Municipal Airport","US","Redding","KRDD","RDD"
"medium_airport","Reading Regional Airport (Carl A Spaatz Field)","US","Reading","KRDG","RDG"
"medium_airport","Roberts Field","US","Redmond","KRDM","RDM"
"medium_airport","Grand Forks Air Force Base","US","Grand Forks","KRDR","RDR"
"large_airport","Raleigh Durham International Airport","US","Raleigh/Durham","KRDU","RDU"
"small_airport","Rome State Airport","US","Rome","KREO","REO"
"medium_airport","Chicago Rockford International Airport","US","Chicago/Rockford","KRFD","RFD"
"small_airport","Rooke Field","US","Refugio","KRFG","RFG"
"medium_airport","Rhinelander Oneida County Airport","US","Rhinelander","KRHI","RHI"
"small_airport","Reid-Hillview Airport of Santa Clara County","US","San Jose","KRHV","RHV"
"large_airport","Richmond International Airport","US","Richmond","KRIC","RIC"
"small_airport","Richmond Municipal Airport","US","Richmond","KRID","RID"
"small_airport","Richfield Municipal Airport","US","Richfield","KRIF","RIF"
"medium_airport","Garfield County Regional Airport","US","Rifle","KRIL","RIL"
"small_airport","Flabob Airport","US","Riverside","KRIR","RIR"
"medium_airport","March Air Reserve Base","US","Riverside","KRIV","RIV"
"medium_airport","Central Wyoming Regional Airport","US","Riverton","KRIW","RIW"
"medium_airport","Knox County Regional Airport","US","Rockland","KRKD","RKD"
"small_airport","Aransas County Airport","US","Rockport","KRKP","RKP"
"small_airport","Robert S Kerr Airport","US","Poteau","KRKR","RKR"
"medium_airport","Southwest Wyoming Regional Airport","US","Rock Springs","KRKS","RKS"
"small_airport","Rockwood Municipal Airport","US","Rockwood","KRKW","RKW"
"small_airport","Richland Airport","US","Richland","KRLD","RLD"
"medium_airport","Griffiss International Airport","US","Rome","KRME","RME"
"medium_airport","Richard B Russell Airport","US","Rome","KRMG","RMG"
"small_airport","Stafford Regional Airport","US","Fredericksburg","KRMN",
"small_airport","Warren County Memorial Airport","US","Mc Minnville","KRNC","RNC"
"medium_airport","Randolph Air Force Base","US","Universal City","KRND","RND"
"medium_airport","New Richmond Regional Airport","US","New Richmond","KRNH","RNH"
"large_airport","Reno Tahoe International Airport","US","Reno","KRNO","RNO"
"small_airport","Renton Municipal Airport","US","Renton","KRNT","RNT"
"medium_airport","Roanoke–Blacksburg Regional Airport","US","Roanoke","KROA","ROA"
"medium_airport","Frederick Douglass Greater Rochester International Airport","US","Rochester","KROC","ROC"
"small_airport","Rogers Municipal Airport-Carter Field","US","Rogers","KROG","ROG"
"medium_airport","Roswell Air Center Airport","US","Roswell","KROW","ROW"
"small_airport","Roseau Municipal Rudy Billberg Field","US","Roseau","KROX","ROX"
"small_airport","Rice Lake Regional Airport - Carl's Field","US","Rice Lake","KRPD","RIE"
"small_airport","Roundup Airport","US","Roundup","KRPX","RPX"
"small_airport","Roben Hood Airport","US","Big Rapids","KRQB","WBR"
"small_airport","Merrill Municipal Airport","US","Merrill","KRRL","RRL"
"small_airport","Warroad International Memorial Airport","US","Warroad","KRRT","RRT"
"medium_airport","Russell Municipal Airport","US","Russell","KRSL","RSL"
"small_airport","Ruston Regional Airport","US","Ruston","KRSN","RSN"
"medium_airport","Rochester International Airport","US","Rochester","KRST","RST"
"large_airport","Southwest Florida International Airport","US","Fort Myers","KRSW","RSW"
"small_airport","Raton Municipal Airport / Crews Field","US","Raton","KRTN","RTN"
"small_airport","Mid-Carolina Regional Airport","US","Salisbury","KRUQ","SRW"
"medium_airport","Rutland - Southern Vermont Regional Airport","US","Rutland","KRUT","RUT"
"small_airport","Mifflin County Airport","US","Reedsville","KRVL","RED"
"medium_airport","Tulsa Riverside Airport","US","Tulsa","KRVS","RVS"
"medium_airport","Redwood Falls Municipal Airport","US","Redwood Falls","KRWF","RWF"
"medium_airport","Rocky Mount Wilson Regional Airport","US","Rocky Mount","KRWI","RWI"
"medium_airport","Rawlins Municipal Airport/Harvey Field","US","Rawlins","KRWL","RWL"
"small_airport","Rexburg Madison County Airport","US","Rexburg","KRXE","RXE"
"small_airport","Jasper County Airport","US","Rensselaer","KRZL","RNZ"
"small_airport","Shively Field","US","Saratoga","KSAA","SAA"
"medium_airport","Sacramento Executive Airport","US","Sacramento","KSAC","SAC"
"small_airport","Safford Regional Airport","US","Safford","KSAD","SAD"
"medium_airport","Santa Fe Municipal Airport","US","Santa Fe","KSAF","SAF"
"large_airport","San Diego International Airport","US","San Diego","KSAN","SAN"
"small_airport","Sparta Community Airport - Hunter Field","US","Sparta","KSAR","SAR"
"small_airport","Salton Sea Airport","US","Salton City","KSAS","SAS"
"large_airport","San Antonio International Airport","US","San Antonio","KSAT","SAT"
"large_airport","Savannah Hilton Head International Airport","US","Savannah","KSAV","SAV"
"medium_airport","Marquette/Sawyer International Airport","US","Gwinn","KSAW","MQT"
"medium_airport","Santa Barbara Municipal Airport","US","Santa Barbara","KSBA","SBA"
"medium_airport","San Bernardino International Airport","US","San Bernardino","KSBD","SBD"
"small_airport","Sheboygan County Memorial Airport","US","Sheboygan","KSBM","SBM"
"medium_airport","South Bend Regional Airport","US","South Bend","KSBN","SBN"
"medium_airport","San Luis County Regional Airport","US","San Luis Obispo","KSBP","SBP"
"small_airport","Steamboat Springs Bob Adams Field","US","Steamboat Springs","KSBS","SBS"
"small_airport","Shelby Airport","US","Shelby","KSBX","SBX"
"medium_airport","Salisbury Ocean City Wicomico Regional Airport","US","Salisbury","KSBY","SBY"
"small_airport","Scribner State Airport","US","Scribner","KSCB","SCB"
"medium_airport","Schenectady County Airport","US","Schenectady","KSCH","SCH"
"medium_airport","Stockton Metropolitan Airport","US","Stockton","KSCK","SCK"
"large_airport","Louisville Muhammad Ali International Airport","US","Louisville","KSDF","SDF"
"small_airport","Scottsdale Airport","US","Scottsdale","KSDL","SCF"
"medium_airport","Brown Field Municipal Airport","US","San Diego","KSDM","SDM"
"medium_airport","Sidney - Richland Regional Airport","US","Sidney","KSDY","SDY"
"large_airport","Seattle–Tacoma International Airport","US","Seattle","KSEA","SEA"
"small_airport","Gillespie Field","US","San Diego/El Cajon","KSEE","SEE"
"small_airport","Sebring Regional Airport","US","Sebring","KSEF","SEF"
"small_airport","Penn Valley Airport","US","Selinsgrove","KSEG","SEG"
"small_airport","Craig Field","US","Selma","KSEM","SEM"
"small_airport","Stephenville Clark Regional Airport","US","Stephenville","KSEP","SEP"
"small_airport","Freeman Municipal Airport","US","Seymour","KSER","SER"
"small_airport","Sedona Airport","US","Sedona","KSEZ","SDX"
"large_airport","Orlando Sanford International Airport","US","Orlando","KSFB","SFB"
"medium_airport","Felts Field","US","Spokane","KSFF","SFF"
"small_airport","Sanford Seacoast Regional Airport","US","Sanford","KSFM","SFM"
"large_airport","San Francisco International Airport","US","San Francisco","KSFO","SFO"
"small_airport","North Central State Airport","US","Pawtucket","KSFZ","SFZ"
"medium_airport","Springfield Branson National Airport","US","Springfield","KSGF","SGF"
"medium_airport","Springfield-Beckley Municipal Airport","US","Springfield","KSGH","SGH"
"medium_airport","Northeast Florida Regional Airport","US","St Augustine","KSGJ","UST"
"medium_airport","Sugar Land Regional Airport","US","Houston","KSGR","SGR"
"small_airport","Stuttgart Municipal Airport / Carl Humphrey Field","US","Stuttgart","KSGT","SGT"
"medium_airport","St George Regional Airport","US","St George","KSGU","SGU"
"medium_airport","Shenandoah Valley Regional Airport","US","Weyers Cave","KSHD","SHD"
"small_airport","Sanderson Field","US","Shelton","KSHN","SHN"
"medium_airport","Sheridan County Airport","US","Sheridan","KSHR","SHR"
"medium_airport","Shreveport Regional Airport","US","Shreveport","KSHV","SHV"
"small_airport","Sikeston Memorial Municipal Airport","US","Sikeston","KSIK","SIK"
"small_airport","Sullivan County Airport","US","Sullivan","KSIV","SIV"
"small_airport","Siskiyou County Airport","US","Montague","KSIY","SIY"
"large_airport","Norman Y. Mineta San Jose International Airport","US","San Jose","KSJC","SJC"
"small_airport","St Johns Industrial Air Park","US","St Johns","KSJN","SJN"
"medium_airport","San Angelo Regional Mathis Field","US","San Angelo","KSJT","SJT"
"medium_airport","Fairchild Air Force Base","US","Spokane","KSKA","SKA"
"medium_airport","Lackland Air Force Base","US","San Antonio","KSKF","SKF"
"medium_airport","Taos Regional Airport","US","Taos","KSKX","TSM"
"small_airport","Storm Lake Municipal Airport","US","Storm Lake","KSLB","SLB"
"large_airport","Salt Lake City International Airport","US","Salt Lake City","KSLC","SLC"
"medium_airport","Salem-Willamette Valley Airport/McNary Field","US","Salem","KSLE","SLE"
"small_airport","Smith Field","US","Siloam Springs","KSLG","SLG"
"medium_airport","Adirondack Regional Airport","US","Saranac Lake","KSLK","SLK"
"medium_airport","Salina Municipal Airport","US","Salina","KSLN","SLN"
"small_airport","Salem–Leckrone Airport","US","Salem","KSLO","SLO"
"small_airport","Sulphur Springs Municipal Airport","US","Sulphur Springs","KSLR","SLR"
"small_airport","Smith Field","US","Fort Wayne","KSMD","SMD"
"medium_airport","Lake Cumberland Regional Airport","US","Somerset","KSME","SME"
"large_airport","Sacramento International Airport","US","Sacramento","KSMF","SMF"
"medium_airport","Lemhi County Airport","US","Salmon","KSMN","SMN"
"medium_airport","Santa Monica Municipal Airport","US","Santa Monica","KSMO","SMO"
"small_airport","Sumter Airport","US","Sumter","KSMS","SUM"
"medium_airport","Santa Maria Public Airport Captain G Allan Hancock Field","US","Santa Maria","KSMX","SMX"
"large_airport","John Wayne Orange County International Airport","US","Santa Ana","KSNA","SNA"
"small_airport","Winston Field","US","Snyder","KSNK","SNK"
"small_airport","Shawnee Regional Airport","US","Shawnee","KSNL","SNL"
"medium_airport","Salinas Municipal Airport","US","Salinas","KSNS","SNS"
"medium_airport","Sidney Municipal Airport Lloyd W Carr Field","US","Sidney","KSNY","SNY"
"small_airport","Moore County Airport","US","Carthage","KSOP","SOP"
"medium_airport","Show Low Regional Airport","US","Show Low","KSOW","SOW"
"small_airport","Spartanburg Downtown Memorial Airport","US","Spartanburg","KSPA","SPA"
"small_airport","Black Hills Airport-Clyde Ice Field","US","Spearfish","KSPF","SPF"
"small_airport","Albert Whitted Airport","US","St Petersburg","KSPG","SPG"
"medium_airport","Abraham Lincoln Capital Airport","US","Springfield","KSPI","SPI"
"medium_airport","Wichita Falls Municipal Airport / Sheppard Air Force Base","US","Wichita Falls","KSPS","SPS"
"small_airport","Spencer Municipal Airport","US","Spencer","KSPW","SPW"
"small_airport","Whiteside County Airport - Joseph H Bittorf Field","US","Rock Falls","KSQI","SQI"
"medium_airport","San Carlos Airport","US","San Carlos","KSQL","SQL"
"small_airport","Searcy Municipal Airport","US","Searcy","KSRC","SRC"
"large_airport","Sarasota Bradenton International Airport","US","Sarasota/Bradenton","KSRQ","SRQ"
"medium_airport","Sierra Blanca Regional Airport","US","Alto","KSRR","RUI"
"medium_airport","Shaw Air Force Base","US","Sumter","KSSC","SSC"
"medium_airport","Stinson Municipal Airport","US","San Antonio","KSSF","SSF"
"medium_airport","St Simons Island Airport","US","St Simons Island","KSSI","SSI"
"medium_airport","Saint Cloud Regional Airport","US","Saint Cloud","KSTC","STC"
"small_airport","Stevens Point Municipal Airport","US","Stevens Point","KSTE","STE"
"medium_airport","Rosecrans Memorial Airport","US","St Joseph","KSTJ","STJ"
"small_airport","Sterling Municipal Airport","US","Sterling","KSTK","STK"
"large_airport","St. Louis Lambert International Airport","US","St Louis","KSTL","STL"
"medium_airport","Saint Paul Downtown Holman Field","US","Saint Paul","KSTP","STP"
"medium_airport","Charles M. Schulz Sonoma County Airport","US","Santa Rosa","KSTS","STS"
"small_airport","Witham Field","US","Stuart","KSUA","SUA"
"small_airport","Stroud Municipal Airport","US","Stroud","KSUD","SUD"
"small_airport","Door County Cherryland Airport","US","Sturgeon Bay","KSUE","SUE"
"medium_airport","Friedman Memorial Airport","US","Hailey","KSUN","SUN"
"medium_airport","Spirit of St Louis Airport","US","St Louis","KSUS","SUS"
"medium_airport","Travis Air Force Base","US","Fairfield","KSUU","SUU"
"small_airport","Richard I Bong Memorial Airport","US","Superior","KSUW","SUW"
"medium_airport","Sioux Gateway Airport / Brigadier General Bud Day Field","US","Sioux City","KSUX","SUX"
"medium_airport","Grant County Airport","US","Silver City","KSVC","SVC"
"small_airport","Susanville Municipal Airport","US","Susanville","KSVE","SVE"
"small_airport","Statesville Regional Airport","US","Statesville","KSVH","SVH"
"medium_airport","Hunter Army Air Field","US","Savannah","KSVN","SVN"
"medium_airport","New York Stewart International Airport","US","Newburgh","KSWF","SWF"
"medium_airport","Stillwater Regional Airport","US","Stillwater","KSWO","SWO"
"small_airport","Avenger Field","US","Sweetwater","KSWW","SWW"
"small_airport","Bomar Field Shelbyville Municipal Airport","US","Shelbyville","KSYI","SYI"
"small_airport","Stanton Airfield","US","Dennison","KSYN","SYN"
"large_airport","Syracuse Hancock International Airport","US","Syracuse","KSYR","SYR"
"small_airport","Sylvester Airport","US","Sylvester","KSYV","SYV"
"medium_airport","Whiteman Air Force Base","US","Knob Noster","KSZL","SZL"
"small_airport","Santa Cruz Island Airport","US","Santa Cruz Island","KSZN","SZN"
"small_airport","Santa Paula Airport","US","Santa Paula","KSZP","SZP"
"small_airport","Perry Stokes Airport","US","Trinidad","KTAD","TAD"
"medium_airport","Waynesville-St. Robert Regional Airport-Forney Field","US","Fort Leonard Wood","KTBN","TBN"
"small_airport","Statesboro Bulloch County Airport","US","Statesboro","KTBR","TBR"
"medium_airport","Tucumcari Municipal Airport","US","Tucumcari","KTCC","TCC"
"medium_airport","Tuscaloosa National Airport","US","Tuscaloosa","KTCL","TCL"
"medium_airport","McChord Air Force Base","US","Tacoma","KTCM","TCM"
"medium_airport","Truth or Consequences Municipal Airport","US","Truth or Consequences","KTCS","TCS"
"small_airport","Ed Carlson Memorial Field South Lewis County Airport","US","Toledo","KTDO","TDO"
"small_airport","Tradewind Airport","US","Amarillo","KTDW","TDW"
"small_airport","Toledo Executive Airport","US","Toledo","KTDZ","TDZ"
"medium_airport","Teterboro Airport","US","Teterboro","KTEB","TEB"
"medium_airport","Telluride Regional Airport","US","Telluride","KTEX","TEX"
"small_airport","Tullahoma Regional Airport William Northern Field","US","Tullahoma","KTHA","THA"
"small_airport","Thompson Falls Airport","US","Thompson Falls","KTHM","THM"
"small_airport","York Airport","US","Thomasville","KTHV","THV"
"medium_airport","Tinker Air Force Base","US","Oklahoma City","KTIK","TIK"
"medium_airport","Tacoma Narrows Airport","US","Tacoma","KTIW","TIW"
"medium_airport","Space Coast Regional Airport","US","Titusville","KTIX","TIX"
"small_airport","Kennett Memorial Airport","US","Kennett","KTKX","KNT"
"medium_airport","Tallahassee Regional Airport","US","Tallahassee","KTLH","TLH"
"small_airport","Mefford Field","US","Tulare","KTLR","TLR"
"small_airport","Henry Tift Myers Airport","US","Tifton","KTMA","TMA"
"medium_airport","Miami Executive Airport","US","Miami","KTMB","TMB"
"small_airport","Tillamook Airport","US","Tillamook","KTMK","OTK"
"small_airport","Twentynine Palms Airport","US","Twentynine Palms","KTNP","TNP"
"small_airport","Dade Collier Training and Transition Airport","US","Miami","KTNT","TNT"
"small_airport","Newton Municipal Airport","US","Newton","KTNU","TNU"
"small_airport","Tonopah Test Range Airport","US","Tonopah","KTNX","XSD"
"small_airport","Zamperini Field","US","Torrance","KTOA","TOA"
"small_airport","Toccoa Airport - R.G. Letourneau Field","US","Toccoa","KTOC","TOC"
"medium_airport","Troy Municipal Airport at N Kenneth Campbell Field","US","Troy","KTOI","TOI"
"medium_airport","Eugene F. Kranz Toledo Express Airport","US","Toledo","KTOL","TOL"
"medium_airport","Philip Billard Municipal Airport","US","Topeka","KTOP","TOP"
"small_airport","Torrington Municipal Airport","US","Torrington","KTOR","TOR"
"large_airport","Tampa International Airport","US","Tampa","KTPA","TPA"
"small_airport","Peter O Knight Airport","US","Tampa","KTPF","TPF"
"medium_airport","Tonopah Airport","US","Tonopah","KTPH","TPH"
"medium_airport","Draughon Miller Central Texas Regional Airport","US","Temple","KTPL","TPL"
"medium_airport","Tri-Cities Regional TN/VA Airport","US","Blountville","KTRI","TRI"
"medium_airport","Truckee Tahoe Airport","US","Truckee","KTRK","TKF"
"small_airport","Terrell Municipal Airport","US","Terrell","KTRL","TRL"
"medium_airport","Jacqueline Cochran Regional Airport","US","Palm Springs","KTRM","TRM"
"small_airport","Trenton Municipal Airport","US","Trenton","KTRX","TRX"
"small_airport","Tehachapi Municipal Airport","US","Tehachapi","KTSP","TSP"
"medium_airport","Portland Troutdale Airport","US","Portland","KTTD","TTD"
"medium_airport","Trenton Mercer Airport","US","Ewing Township","KTTN","TTN"
"large_airport","Tulsa International Airport","US","Tulsa","KTUL","TUL"
"medium_airport","Tupelo Regional Airport","US","Tupelo","KTUP","TUP"
"medium_airport","Tucson International Airport / Morris Air National Guard Base","US","Tucson","KTUS","TUS"
"medium_airport","Cherry Capital Airport","US","Traverse City","KTVC","TVC"
"medium_airport","Thief River Falls Regional Airport","US","Thief River Falls","KTVF","TVF"
"small_airport","Thomasville Regional Airport","US","Thomasville","KTVI","TVI"
"medium_airport","Lake Tahoe Airport","US","South Lake Tahoe","KTVL","TVL"
"medium_airport","Joslin Field Magic Valley Regional Airport","US","Twin Falls","KTWF","TWF"
"medium_airport","Texarkana Regional Airport (Webb Field)","US","Texarkana","KTXK","TXK"
"small_airport","Taylor Airport","US","Taylor","KTYL","TYZ"
"medium_airport","Tyler Pounds Regional Airport","US","Tyler","KTYR","TYR"
"medium_airport","McGhee Tyson Airport","US","Alcoa","KTYS","TYS"
"small_airport","Columbus Lowndes County Airport","US","Columbus","KUBS","UBS"
"small_airport","Everett-Stewart Regional Airport","US","Union City","KUCY","UCY"
"small_airport","Bermuda Dunes Airport","US","Bermuda Dunes","KUDD","UDD"
"small_airport","Waukesha County Airport","US","Waukesha","KUES","UES"
"small_airport","Waukegan National Airport","US","Chicago/Waukegan","KUGN","UGN"
"small_airport","Quillayute Airport","US","Quillayute","KUIL","UIL"
"medium_airport","Quincy Regional Airport Baldwin Field","US","Quincy","KUIN","UIN"
"small_airport","Wilkes County Airport","US","North Wilkesboro","KUKF","IKB"
"medium_airport","Ukiah Municipal Airport","US","Ukiah","KUKI","UKI"
"small_airport","Quakertown Airport","US","Quakertown","KUKT","UKT"
"small_airport","New Ulm Municipal Airport","US","New Ulm","KULM","ULM"
"small_airport","Ohio University Airport","US","Albany","KUNI","ATO"
"small_airport","Dodge County Airport","US","Juneau","KUNU","UNU"
"medium_airport","State College Regional Airport","US","State College","KUNV","SCE"
"small_airport","Franklin County Airport","US","Sewanee","KUOS","UOS"
"medium_airport","University Oxford Airport","US","Oxford","KUOX","UOX"
"small_airport","Tunica Municipal Airport","US","Tunica","KUTA","UTM"
"medium_airport","Huntsville Regional Airport","US","Huntsville","KUTS","HTV"
